"EntityId","NeId","NeAlias","NeType","EntityType","Time","Failure","C_Avg_Value","C_Max_Value","C_Min_Value","C_from0to5_Value","C_from5to10_Value","C_from10to15_Value","C_from15to20_Value","C_from20to25_Value","C_from25to30_Value","C_from30to35_Value","C_from35to40_Value","C_from40to45_Value","C_from45to50_Value","C_from50to55_Value","C_from55to60_Value","C_from60to65_Value","C_from65to70_Value","C_from70to75_Value","C_from75to80_Value","C_from80to85_Value","C_from85to90_Value","C_from90to95_Value","C_from95to100_Value","ElementID"
EN-0-16849-1-0-11-9-102-0-0-0-0-36-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 1,2018-09-03 23:45:00.000,Success,2368.0,37501.0,8.0,883.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_1(EN-0-16849-1-0-11-9-102-0-0-0-0-36-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-36-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 1,2018-09-04 00:00:00.000,Success,5870.0,77800.0,4.0,817.0,18.0,12.0,26.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_1(EN-0-16849-1-0-11-9-102-0-0-0-0-36-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-36-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 1,2018-09-03 23:30:00.000,Success,11245.0,59548.0,1964.0,672.0,214.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_1(EN-0-16849-1-0-11-9-103-0-0-0-0-36-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-36-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 1,2018-09-03 23:45:00.000,Success,8571.0,60496.0,246.0,806.0,76.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_1(EN-0-16849-1-0-11-9-103-0-0-0-0-36-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-36-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 1,2018-09-04 00:00:00.000,Success,16034.0,59714.0,90.0,500.0,266.0,89.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_1(EN-0-16849-1-0-11-9-103-0-0-0-0-36-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-36-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 1,2018-09-03 23:30:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_1(EN-0-16849-1-0-11-9-104-0-0-0-0-36-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-36-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 1,2018-09-03 23:45:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_1(EN-0-16849-1-0-11-9-104-0-0-0-0-36-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-36-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 1,2018-09-04 00:00:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_1(EN-0-16849-1-0-11-9-104-0-0-0-0-36-0)
EN-0-16849-1-0-11-9-100-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:30:00.000,Success,11364.0,23171.0,2049.0,242.0,627.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-100-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-100-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:45:00.000,Success,11126.0,22662.0,1907.0,301.0,543.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-100-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-100-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-04 00:00:00.000,Success,10987.0,25858.0,2810.0,315.0,535.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-100-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-101-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:30:00.000,Success,6153.0,21241.0,571.0,395.0,420.0,77.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-101-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-101-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:45:00.000,Success,5504.0,26258.0,375.0,504.0,313.0,71.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-101-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-101-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-04 00:00:00.000,Success,3471.0,23397.0,192.0,762.0,115.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-101-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:30:00.000,Success,8846.0,32784.0,839.0,806.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-102-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:45:00.000,Success,9084.0,25867.0,243.0,773.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-102-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-04 00:00:00.000,Success,5961.0,21114.0,168.0,874.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-102-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:30:00.000,Success,43283.0,69744.0,25779.0,0.0,5.0,401.0,458.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-103-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:45:00.000,Success,41825.0,67736.0,23099.0,0.0,14.0,484.0,365.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-103-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-04 00:00:00.000,Success,37813.0,73837.0,17026.0,0.0,92.0,572.0,228.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-103-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:30:00.000,Success,6627.0,18353.0,818.0,597.0,292.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-104-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-03 23:45:00.000,Success,7566.0,22495.0,268.0,525.0,317.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-104-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-37-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 2,2018-09-04 00:00:00.000,Success,8813.0,20237.0,474.0,368.0,513.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_2(EN-0-16849-1-0-11-9-104-0-0-0-0-37-0)
EN-0-16849-1-0-11-9-100-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:30:00.000,Success,1754.0,2328.0,1247.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-100-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-100-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:45:00.000,Success,1695.0,2164.0,1168.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-100-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-100-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-04 00:00:00.000,Success,1509.0,1921.0,1029.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-100-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-101-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:30:00.000,Success,576.0,872.0,332.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-101-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-101-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:45:00.000,Success,557.0,796.0,285.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-101-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-101-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-04 00:00:00.000,Success,499.0,805.0,333.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-101-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:30:00.000,Success,998.0,1345.0,719.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-102-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:45:00.000,Success,914.0,1276.0,621.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-102-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-04 00:00:00.000,Success,792.0,1172.0,527.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-102-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:30:00.000,Success,4864.0,5675.0,3781.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-103-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:45:00.000,Success,4784.0,5566.0,3956.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-103-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-04 00:00:00.000,Success,4358.0,5235.0,3576.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-103-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:30:00.000,Success,816.0,1084.0,567.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-104-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-03 23:45:00.000,Success,788.0,1114.0,476.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-104-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-38-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 3,2018-09-04 00:00:00.000,Success,785.0,1150.0,554.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_3(EN-0-16849-1-0-11-9-104-0-0-0-0-38-0)
EN-0-16849-1-0-11-9-100-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-03 23:30:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-100-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-100-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-03 23:45:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-100-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-100-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-04 00:00:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-100-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-101-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-03 23:30:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-101-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-101-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-03 23:45:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-101-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-101-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-04 00:00:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-101-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-03 23:30:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-102-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-03 23:45:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-102-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-102-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-04 00:00:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-102-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-03 23:30:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-103-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-03 23:45:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-103-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-103-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-04 00:00:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-103-0-0-0-0-39-0)
EN-0-16849-1-0-11-9-104-0-0-0-0-39-0,16849,GL0030,AMM 20PB,WAN Eth Bandwidth TC 4,2018-09-03 23:30:00.000,Success,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMM_20PB_WAN_Eth_Bandwidth_TC_4(EN-0-16849-1-0-11-9-104-0-0-0-0-39-0)
